,rate,votes,approx_cost(for two people),clusters
1134,3.5,56,400,1
1135,2.6,157,450,1
1136,4.1,553,900,1
1137,3.9,126,400,1
1138,4.1,1403,1100,0
1139,3.0,213,400,1
1140,2.8,102,350,1
1141,3.7,178,400,1
1142,3.8,527,500,1
1143,4.6,228,400,1
1144,3.7,158,700,1
1145,4.0,308,750,1
1146,3.8,148,550,1
1147,3.9,388,650,1
1148,3.8,70,200,1
1149,3.8,42,300,1
1150,3.9,144,550,1
1151,3.6,34,300,1
1152,4.0,507,1000,0
1153,3.7,133,700,1
1154,3.9,886,900,0
1155,3.6,129,600,1
1156,3.8,74,1000,1
1157,4.1,216,500,1
1158,4.4,181,250,1
1159,3.9,888,750,1
1160,3.9,84,400,1
1161,3.8,160,700,1
1162,4.2,1901,800,3
1163,3.9,314,300,1
1164,3.6,143,750,1
1165,3.8,286,600,1
1166,4.1,739,500,1
1167,2.5,35,200,1
1168,4.2,237,600,1
1169,4.1,1875,1200,3
1170,3.8,361,600,1
1171,4.3,548,1200,0
1172,4.1,787,800,1
1173,4.1,428,1000,1
1174,3.9,101,150,1
1175,4.2,2353,800,3
1176,2.5,247,500,1
1177,3.7,217,450,1
1178,4.3,881,1700,0
1179,4.0,232,400,1
1180,4.0,116,400,1
1181,2.6,72,300,1
1182,3.9,206,450,1
1183,4.1,90,100,1
1184,3.4,58,400,1
1185,3.8,148,150,1
1186,3.9,221,700,1
1187,4.1,775,800,1
1188,3.5,431,800,1
1189,3.8,584,1200,0
1190,4.0,232,750,1
1191,4.1,449,100,1
1192,3.9,200,400,1
1193,4.0,866,900,0
1194,3.8,412,700,1
1195,3.7,117,150,1
1196,4.1,2339,1500,3
1197,4.1,353,1200,0
1198,3.2,96,400,1
1199,3.9,543,300,1
1200,4.0,633,800,1
1201,4.2,815,900,0
1202,3.7,59,200,1
1203,4.2,2022,1000,3
1204,4.1,179,600,1
1205,3.9,142,1000,1
1206,4.2,185,300,1
1207,4.4,1224,1000,0
1208,4.3,275,100,1
1209,3.8,280,800,1
1210,3.8,122,700,1
1211,3.8,560,800,1
1212,2.9,62,650,1
1213,3.7,151,1350,0
1214,4.1,139,550,1
1215,4.0,219,600,1
1216,4.1,2303,950,3
1217,4.0,104,650,1
1218,3.5,334,600,1
1219,3.8,36,400,1
1220,3.8,176,1350,0
1221,3.5,52,300,1
1222,2.7,128,850,1
1223,3.8,203,1200,0
1224,4.1,1077,1000,0
1225,3.1,68,550,1
1226,4.1,185,200,1
1227,3.9,40,600,1
1228,3.6,43,600,1
1229,3.7,36,650,1
1230,4.1,868,1200,0
1231,3.8,235,1000,1
1232,3.0,98,800,1
1233,3.8,75,300,1
1234,4.3,141,200,1
1235,4.0,920,600,1
1236,3.8,71,1200,0
1237,4.2,731,800,1
1238,4.3,345,400,1
1239,4.1,102,800,1
1240,4.2,244,800,1
1241,4.0,1047,450,1
1242,3.9,56,200,1
1243,3.6,571,800,1
1244,3.6,299,300,1
1245,3.8,39,350,1
1246,4.0,62,150,1
1247,3.2,59,550,1
1248,4.0,147,400,1
1249,3.7,65,300,1
1250,3.5,41,400,1
1251,3.9,60,400,1
1252,3.8,109,500,1
1253,3.9,193,400,1
1254,3.8,59,750,1
1255,3.8,186,500,1
1256,4.2,502,150,1
1257,4.3,372,400,1
1258,4.0,98,400,1
1259,3.9,56,400,1
1260,3.9,95,400,1
1261,4.0,73,300,1
1262,4.0,219,600,1
1263,3.8,71,400,1
1264,4.1,216,500,1
1265,4.1,46,400,1
1266,2.7,97,400,1
1267,4.3,633,800,1
1268,4.5,197,400,1
1269,4.3,141,200,1
1270,4.0,1778,200,3
1271,4.4,366,150,1
1272,4.2,223,800,1
1273,4.2,820,250,1
1274,4.4,356,150,1
1275,4.4,356,400,1
1276,3.9,56,200,1
1277,4.2,95,400,1
1278,4.2,228,500,1
1279,3.8,152,350,1
1280,4.1,438,500,1
1281,4.3,860,500,1
1282,3.5,56,400,1
1283,3.7,47,400,1
1284,3.8,918,800,1
1285,4.0,253,300,1
1286,3.9,210,400,1
1287,4.1,210,150,1
1288,3.8,144,700,1
1289,4.2,249,300,1
1290,4.1,59,200,1
1291,4.0,147,400,1
1292,3.9,70,400,1
1293,4.1,204,300,1
1294,3.9,750,500,1
1295,4.3,1037,1000,0
1296,4.0,232,750,1
1297,3.8,166,600,1
1298,3.9,153,350,1
1299,4.6,1755,600,3
1300,4.1,428,1000,1
1301,3.8,469,750,1
1302,3.9,240,700,1
1303,3.8,527,500,1
1304,4.1,364,550,1
1305,2.7,377,1100,0
1306,3.8,148,550,1
1307,3.8,286,600,1
1308,3.9,206,450,1
1309,3.9,133,650,1
1310,3.6,160,800,1
1311,4.0,219,600,1
1312,3.7,64,2200,0
1313,4.1,216,500,1
1314,3.7,514,600,1
1315,3.7,54,600,1
1316,2.7,97,400,1
1317,4.1,176,800,1
1318,3.8,540,650,1
1319,3.4,58,400,1
1320,3.7,217,450,1
1321,3.7,61,600,1
1322,3.9,111,700,1
1323,3.9,40,600,1
1324,3.8,55,300,1
1325,4.5,2896,250,3
1326,4.4,4460,150,3
1327,4.8,2679,100,3
1328,3.9,101,150,1
1329,4.1,1720,400,3
1330,4.1,558,150,1
1331,4.2,64,500,1
1332,4.1,449,100,1
1333,3.8,319,400,1
1334,3.9,100,300,1
1335,3.6,276,500,1
1336,4.2,253,250,1
1337,4.2,444,100,1
1338,4.1,279,200,1
1339,4.3,275,100,1
1340,4.1,238,600,1
1341,3.7,93,200,1
1342,3.8,74,300,1
1343,3.8,124,300,1
1344,3.9,770,400,1
1345,4.2,257,150,1
1346,4.2,196,250,1
1347,4.0,133,200,1
1348,4.1,169,500,1
1349,3.9,549,300,1
1350,4.1,181,100,1
1351,2.9,142,750,1
1352,3.9,75,400,1
1353,4.0,53,300,1
1354,3.8,177,500,1
1355,4.2,280,150,1
1356,4.1,52,150,1
1357,3.9,142,200,1
1358,2.7,51,600,1
1359,2.5,35,200,1
1360,4.0,65,200,1
1361,2.6,72,300,1
1362,3.8,150,150,1
1363,3.8,166,600,1
1364,4.0,157,600,1
1365,4.2,2049,1000,3
1366,4.5,4569,600,3
1367,4.1,1903,1200,3
1368,4.1,2359,950,3
1369,4.3,1302,800,0
1370,4.1,2365,1500,3
1371,4.3,1278,1000,0
1372,4.2,109,800,1
1373,4.1,336,700,1
1374,4.3,1161,1300,0
1375,4.2,760,350,1
1376,4.0,201,800,1
1377,3.7,429,700,1
1378,4.2,737,500,1
1379,4.1,682,1000,0
1380,4.1,1008,1500,0
1381,4.1,825,400,1
1382,4.2,325,350,1
1383,4.4,5060,750,3
1384,4.1,804,800,1
1385,4.0,884,900,0
1386,4.0,950,600,1
1387,4.1,631,750,1
1388,4.2,731,800,1
1389,4.1,442,1200,0
1390,4.2,354,800,1
1391,4.1,102,800,1
1392,4.1,364,1200,0
1393,4.0,465,600,1
1394,3.8,242,650,1
1395,4.2,2115,800,3
1396,4.2,223,800,1
1397,4.3,322,400,1
1398,4.1,1063,1200,0
1399,4.4,181,250,1
1400,4.2,244,800,1
1401,3.9,284,450,1
1402,3.9,221,700,1
1403,4.1,868,1200,0
1404,4.1,707,850,1
1405,4.2,261,700,1
1406,3.8,977,1300,0
1407,4.2,150,600,1
1408,4.2,1901,800,3
1409,4.0,104,650,1
1410,4.0,324,700,1
1411,4.6,228,400,1
1412,4.2,504,550,1
1413,4.0,370,1000,1
1414,4.2,1647,600,3
1415,4.1,130,650,1
1416,4.2,815,900,0
1417,4.2,380,400,1
1418,3.6,571,800,1
1419,3.5,431,800,1
1420,4.0,1778,200,3
1421,4.0,136,350,1
1422,4.1,553,900,1
1423,3.9,135,800,1
1424,3.8,918,800,1
1425,3.8,59,750,1
1426,3.8,71,1200,0
1427,3.9,233,800,1
1428,3.6,105,700,1
1429,3.8,155,450,1
1430,3.8,90,650,1
1431,3.0,73,500,1
1432,3.9,144,550,1
1433,3.7,151,1350,0
1434,4.0,1047,450,1
1435,4.0,633,800,1
1436,3.5,334,600,1
1437,3.8,68,400,1
1438,3.9,49,200,1
1439,4.2,421,100,1
1440,3.8,339,400,1
1441,3.8,144,700,1
1442,3.9,888,750,1
1443,3.8,235,1000,1
1444,3.8,46,400,1
1445,3.8,577,900,1
1446,3.9,211,500,1
1447,4.4,343,100,1
1448,4.0,232,400,1
1449,3.7,47,400,1
1450,3.8,74,1000,1
1451,3.7,44,550,1
1452,4.1,139,550,1
1453,3.8,70,500,1
1454,4.1,337,300,1
1455,3.7,133,700,1
1456,3.8,109,500,1
1457,4.1,52,100,1
1458,3.9,142,1000,1
1459,3.9,134,400,1
1460,3.8,176,1350,0
1461,3.9,291,650,1
1462,3.9,88,250,1
1463,3.8,265,250,1
1464,3.6,84,250,1
1465,3.8,189,300,1
1466,3.0,213,400,1
1467,3.8,39,350,1
1468,3.6,71,250,1
1469,3.8,584,1200,0
1470,3.7,36,650,1
1471,3.0,290,450,1
1472,2.6,157,450,1
1473,2.9,177,700,1
1474,2.8,45,800,1
1475,3.3,128,300,1
1476,3.8,39,250,1
1477,3.5,41,400,1
1478,3.7,237,200,1
1479,3.9,134,350,1
1480,4.1,414,500,1
1481,3.8,62,150,1
1482,3.5,179,600,1
1483,3.7,97,350,1
1484,4.1,94,100,1
1485,3.4,133,300,1
1486,2.9,62,650,1
1487,3.0,98,800,1
1488,2.7,128,850,1
1489,3.5,80,250,1
1490,3.7,65,300,1
1491,3.5,52,300,1
1492,3.6,195,800,1
1493,4.0,42,300,1
1494,3.7,168,400,1
1495,3.7,323,850,1
1496,4.3,1236,1000,0
1497,2.7,377,1100,0
1498,3.7,64,2200,0
1499,4.1,970,1500,0
1500,4.1,442,1200,0
1501,4.1,868,1200,0
1502,3.8,977,1300,0
1503,3.7,151,1350,0
1504,3.8,235,1000,1
1505,3.0,98,800,1
1506,3.9,284,1500,0
1507,4.4,4099,1400,3
1508,4.2,271,2000,0
1509,4.1,3020,1000,3
1510,4.4,2182,1400,3
1511,4.3,403,1800,0
1512,4.0,444,1200,0
1513,3.9,392,1500,0
1514,3.6,255,1500,0
1515,4.1,1691,1100,3
1516,3.7,37,1500,0
1517,3.0,120,1000,1
1518,3.5,95,700,1
1519,3.0,155,800,1
1520,3.8,46,2000,0
1521,4.8,7023,1500,2
1522,4.4,4099,1400,3
1523,4.5,3421,1300,3
1524,4.7,881,1600,0
1525,4.3,994,1300,0
1526,4.3,1303,1000,0
1527,4.7,163,1500,0
1528,3.9,1225,1100,0
1529,4.3,715,1500,0
1530,4.0,942,1300,0
1531,4.3,754,500,1
1532,3.0,197,700,1
1533,3.9,52,1900,0
1534,4.0,107,400,1
1535,3.6,136,600,1
1536,3.1,48,900,1
1537,4.0,74,600,1
1538,3.7,47,500,1
1539,3.8,114,550,1
1540,4.0,341,1000,1
1541,4.3,556,500,1
1542,4.3,894,600,1
1543,4.3,149,800,1
1544,3.7,94,700,1
1545,3.4,414,400,1
1546,3.9,146,650,1
1547,4.1,166,500,1
1548,3.2,113,450,1
1549,3.8,240,200,1
1550,2.9,313,450,1
1551,3.3,294,400,1
1552,4.3,166,400,1
1553,4.4,278,400,1
1554,3.8,230,300,1
1555,3.9,782,300,1
1556,2.9,248,400,1
1557,3.8,62,500,1
1558,4.0,532,300,1
1559,4.5,141,400,1
1560,3.8,68,200,1
1561,4.0,533,600,1
1562,4.2,258,700,1
1563,4.2,3334,600,3
1564,3.9,1233,500,1
1565,3.8,188,800,1
1566,3.8,419,900,1
1567,3.8,2084,750,3
1568,3.7,833,550,1
1569,4.0,152,400,1
1570,3.8,87,400,1
1571,2.9,666,800,1
1572,3.9,105,400,1
1573,3.9,214,400,1
1574,4.0,77,300,1
1575,3.8,132,300,1
1576,4.2,567,550,1
1577,4.1,164,600,1
1578,4.0,316,250,1
1579,4.4,3738,600,3
1580,3.9,343,300,1
1581,3.8,62,400,1
1582,4.1,87,300,1
1583,3.8,44,600,1
1584,4.0,894,750,1
1585,3.8,832,650,1
1586,4.0,903,750,1
1587,3.2,380,450,1
1588,3.8,798,450,1
1589,3.4,692,600,1
1590,3.8,135,400,1
1591,4.0,230,950,1
1592,3.5,79,400,1
1593,4.0,357,650,1
1594,4.1,152,400,1
1595,3.9,75,500,1
1596,3.9,94,200,1
1597,3.3,200,450,1
1598,2.8,188,400,1
1599,3.1,226,500,1
1600,2.8,105,600,1
1601,3.7,194,800,1
1602,3.5,378,500,1
1603,3.9,432,450,1
1604,3.7,63,300,1
1605,3.9,225,800,1
1606,4.3,220,600,1
1607,4.1,88,600,1
1608,4.0,444,1200,0
1609,2.9,827,800,1
1610,4.1,193,500,1
1611,4.2,233,150,1
1612,3.7,404,500,1
1613,4.6,1193,1500,0
1614,4.4,4099,1400,3
1615,3.9,78,300,1
1616,3.8,571,600,1
1617,3.5,116,600,1
1618,4.3,996,1200,0
1619,4.3,490,500,1
1620,2.3,235,800,1
1621,3.6,48,400,1
1622,4.0,717,800,1
1623,4.3,994,1300,0
1624,4.9,16345,1600,2
1625,4.5,125,700,1
1626,4.5,1365,1800,0
1627,4.3,754,500,1
1628,3.5,178,300,1
1629,3.5,234,400,1
1630,4.0,107,400,1
1631,4.1,103,800,1
1632,4.4,1209,1100,0
1633,4.0,167,400,1
1634,3.8,157,600,1
1635,3.7,309,600,1
1636,4.4,1381,1500,0
1637,3.9,667,800,1
1638,4.1,433,750,1
1639,3.9,70,600,1
1640,3.8,77,350,1
1641,4.0,175,300,1
1642,3.9,370,550,1
1643,4.0,557,900,1
1644,3.6,42,300,1
1645,3.1,281,400,1
1646,4.3,49,250,1
1647,4.1,65,100,1
1648,4.4,3061,1500,3
1649,3.6,260,800,1
1650,4.0,60,600,1
1651,3.9,231,500,1
1652,4.2,1142,1800,0
1653,3.9,715,1000,0
1654,3.0,237,500,1
1655,4.2,45,250,1
1656,3.0,111,400,1
1657,3.9,396,850,1
1658,3.7,160,500,1
1659,4.3,555,1800,0
1660,3.9,42,500,1
1661,3.4,262,450,1
1662,4.1,1056,1200,0
1663,3.9,112,600,1
1664,4.0,797,700,1
1665,2.4,438,1000,1
1666,3.8,210,200,1
1667,3.6,44,600,1
1668,3.7,33,400,1
1669,4.1,1691,1100,3
1670,4.3,556,500,1
1671,4.1,481,900,1
1672,3.8,34,150,1
1673,2.9,163,250,1
1674,4.3,715,1500,0
1675,4.0,65,200,1
1676,4.2,166,450,1
1677,4.0,547,1000,0
1678,3.0,139,450,1
1679,4.3,787,1000,0
1680,4.0,55,500,1
1681,4.0,250,250,1
1682,3.2,204,500,1
1683,2.9,361,450,1
1684,3.9,661,750,1
1685,4.1,268,800,1
1686,4.0,200,750,1
1687,3.9,228,500,1
1688,4.4,889,1400,0
1689,4.0,74,600,1
1690,2.6,155,600,1
1691,4.0,44,300,1
1692,3.2,258,500,1
1693,3.8,133,200,1
1694,2.8,95,500,1
1695,3.7,48,400,1
1696,3.2,97,250,1
1697,3.7,44,900,1
1698,4.0,341,1000,1
1699,3.3,84,200,1
1700,3.6,109,700,1
1701,4.0,162,500,1
1702,4.4,1146,1200,0
1703,4.4,536,600,1
1704,4.1,39,200,1
1705,4.0,213,400,1
1706,4.2,1383,1100,0
1707,2.9,89,350,1
1708,3.7,182,400,1
1709,4.1,129,350,1
1710,3.7,34,450,1
1711,3.2,44,600,1
1712,3.8,376,600,1
1713,3.9,392,1500,0
1714,4.2,340,1700,0
1715,3.8,54,400,1
1716,3.6,26,250,1
1717,3.2,127,400,1
1718,3.6,136,600,1
1719,4.1,322,1200,0
1720,4.1,248,800,1
1721,4.4,2182,1400,3
1722,3.0,137,650,1
1723,4.3,324,180,1
1724,4.0,119,400,1
1725,3.8,1972,650,3
1726,4.0,57,300,1
1727,2.9,243,300,1
1728,3.7,48,400,1
1729,4.2,7193,1400,2
1730,3.7,39,200,1
1731,3.8,72,300,1
1732,2.9,182,800,1
1733,3.9,222,800,1
1734,3.8,116,150,1
1735,4.2,793,1700,0
1736,3.0,289,500,1
1737,3.9,337,500,1
1738,4.1,3020,1000,3
1739,3.8,81,300,1
1740,4.0,136,500,1
1741,4.0,387,1300,0
1742,4.0,942,1300,0
1743,3.7,132,750,1
1744,3.8,368,600,1
1745,3.8,174,400,1
1746,4.3,269,750,1
1747,3.8,46,600,1
1748,3.8,91,750,1
1749,3.8,60,400,1
1750,3.2,135,400,1
1751,3.6,484,700,1
1752,4.3,894,600,1
1753,4.0,600,800,1
1754,3.7,37,1500,0
1755,3.0,106,500,1
1756,2.7,39,330,1
1757,3.2,61,250,1
1758,3.1,117,550,1
1759,3.7,128,600,1
1760,3.9,1240,1400,0
1761,4.3,149,800,1
1762,3.6,336,600,1
1763,2.3,131,800,1
1764,3.7,66,550,1
1765,3.8,106,200,1
1766,2.8,43,500,1
1767,3.5,95,700,1
1768,3.7,94,700,1
1769,3.6,76,300,1
1770,3.8,138,500,1
1771,3.7,500,500,1
1772,3.5,356,500,1
1773,2.1,337,450,1
1774,3.9,36,400,1
1775,4.2,500,800,1
1776,3.5,435,500,1
1777,3.0,155,800,1
1778,2.8,116,400,1
1779,3.2,59,550,1
1780,3.8,114,550,1
1781,3.8,63,150,1
1782,3.6,151,450,1
1783,4.0,353,500,1
1784,3.1,100,650,1
1785,3.9,177,300,1
1786,3.9,218,750,1
1787,4.3,1585,1500,0
1788,4.1,111,600,1
1789,3.8,80,300,1
1790,3.7,122,300,1
1791,4.0,92,100,1
1792,3.7,40,150,1
1793,4.2,267,400,1
1794,4.0,119,1000,1
1795,3.8,111,600,1
1796,3.0,197,700,1
1797,3.5,68,250,1
1798,2.9,108,800,1
1799,3.5,132,300,1
1800,3.8,117,600,1
1801,4.3,490,500,1
1802,4.0,175,300,1
1803,4.0,152,400,1
1804,3.9,1233,500,1
1805,4.2,213,400,1
1806,2.9,163,250,1
1807,3.6,136,600,1
1808,3.9,75,500,1
1809,4.1,111,600,1
1810,3.7,128,600,1
1811,3.7,44,900,1
1812,3.8,72,300,1
1813,4.0,74,600,1
1814,4.3,556,500,1
1815,4.2,267,400,1
1816,4.3,269,750,1
1817,4.3,384,150,1
1818,3.7,94,700,1
1819,3.8,81,300,1
1820,3.9,177,300,1
1821,3.9,75,350,1
1822,3.9,93,500,1
1823,4.2,271,2000,0
1824,3.9,284,1500,0
1825,4.1,1691,1100,3
1826,4.1,3020,1000,3
1827,4.3,555,1800,0
1828,4.2,793,1700,0
1829,4.5,1365,1800,0
1830,4.4,2182,1400,3
1831,4.0,894,750,1
1832,4.3,996,1200,0
1833,4.2,308,800,1
1834,4.3,403,1800,0
1835,4.0,444,1200,0
1836,4.0,230,950,1
1837,4.0,60,600,1
1838,4.0,213,400,1
1839,4.0,225,700,1
1840,3.4,692,600,1
1841,3.8,2084,750,3
1842,3.9,392,1500,0
1843,3.7,404,500,1
1844,3.6,255,1500,0
1845,4.0,152,400,1
1846,3.8,368,600,1
1847,3.8,419,900,1
1848,4.0,107,400,1
1849,4.1,268,800,1
1850,3.0,289,500,1
1851,3.9,146,650,1
1852,3.9,1233,500,1
1853,3.7,37,1500,0
1854,2.9,182,800,1
1855,4.1,106,1600,0
1856,4.2,707,1400,0
1857,3.8,157,600,1
1858,3.0,106,500,1
1859,2.6,74,800,1
1860,3.7,66,550,1
1861,2.8,95,500,1
1862,3.0,120,1000,1
1863,3.2,127,400,1
1864,3.6,336,600,1
1865,2.3,131,800,1
1866,3.1,48,900,1
1867,3.5,95,700,1
1868,3.7,48,400,1
1869,3.7,47,500,1
1870,2.1,337,450,1
1871,3.0,155,800,1
1872,3.2,59,550,1
1873,3.8,114,550,1
1874,3.6,542,750,1
1875,3.8,46,2000,0
1876,2.6,270,400,1
1877,3.9,370,550,1
1878,4.0,341,1000,1
1879,2.3,235,800,1
1880,4.2,166,450,1
1881,4.0,77,300,1
1882,3.5,378,500,1
1883,4.0,532,300,1
1884,3.9,214,400,1
1885,2.9,163,250,1
1886,3.9,75,500,1
1887,3.6,136,600,1
1888,3.8,80,300,1
1889,2.9,248,400,1
1890,3.9,94,200,1
1891,3.2,258,500,1
1892,3.3,200,450,1
1893,4.0,250,250,1
1894,2.9,89,350,1
1895,3.8,133,200,1
1896,2.7,39,330,1
1897,3.3,84,200,1
1898,3.7,48,400,1
1899,3.7,128,600,1
1900,4.3,49,250,1
1901,3.8,240,200,1
1902,2.8,43,500,1
1903,3.7,182,400,1
1904,3.2,66,800,1
1905,2.8,116,400,1
1906,2.9,313,450,1
1907,3.0,111,400,1
1908,4.8,7023,1500,2
1909,4.9,16345,1600,2
1910,4.2,7193,1400,2
1911,4.4,4099,1400,3
1912,4.6,1193,1500,0
1913,4.4,1496,1900,0
1914,4.5,3421,1300,3
1915,4.4,3061,1500,3
1916,4.3,1585,1500,0
1917,4.7,881,1600,0
1918,4.6,2726,1400,3
1919,4.3,994,1300,0
1920,4.3,1303,1000,0
1921,4.7,163,1500,0
1922,4.4,889,1400,0
1923,3.9,1225,1100,0
1924,4.3,715,1500,0
1925,4.0,942,1300,0
1926,4.2,505,2000,0
1927,4.1,237,2000,0
1928,4.3,760,2500,0
1929,4.3,894,600,1
1930,4.5,125,700,1
1931,4.2,258,700,1
1932,4.3,149,800,1
1933,4.3,754,500,1
1934,4.1,239,500,1
1935,3.5,341,850,1
1936,2.9,827,800,1
1937,4.1,322,1200,0
1938,4.1,481,900,1
1939,3.7,194,800,1
1940,4.0,119,1000,1
1941,3.7,833,550,1
1942,4.1,248,800,1
1943,4.0,44,300,1
1944,3.7,132,750,1
1945,2.6,330,600,1
1946,3.8,111,600,1
1947,4.2,233,150,1
1948,3.0,197,700,1
1949,3.8,135,400,1
1950,3.9,42,500,1
1951,3.7,94,700,1
1952,4.3,384,150,1
1953,3.3,213,600,1
1954,2.6,155,600,1
1955,3.2,97,250,1
1956,3.9,125,2500,0
1957,3.5,53,500,1
1958,3.2,61,250,1
1959,2.9,243,300,1
1960,2.2,187,200,1
1961,3.9,52,1900,0
1962,3.3,294,400,1
1963,3.1,117,550,1
1964,3.5,68,250,1
1965,3.2,44,600,1
1966,2.9,317,400,1
1967,3.2,135,400,1
1968,3.8,54,400,1
1969,3.2,204,500,1
1970,3.8,170,300,1
1971,2.9,108,800,1
1972,3.5,132,300,1
1973,4.0,942,1300,0
1974,4.1,106,1600,0
1975,4.4,2182,1400,3
1976,4.1,3020,1000,3
1977,4.2,793,1700,0
1978,3.9,392,1500,0
1979,3.6,255,1500,0
1980,4.2,707,1400,0
1981,3.8,46,2000,0
1982,4.9,16345,1600,2
1983,4.2,7193,1400,2
1984,4.6,1193,1500,0
1985,4.4,1496,1900,0
1986,4.4,3061,1500,3
1987,4.4,1496,1900,0
1988,4.4,3061,1500,3
1989,4.1,322,1200,0
1990,3.9,125,2500,0
1991,4.1,106,1600,0
1992,4.4,2182,1400,3
1993,4.6,2726,1400,3
1994,4.2,793,1700,0
1995,4.5,1365,1800,0
1996,3.9,392,1500,0
1997,4.1,1691,1100,3
1998,4.8,7023,1500,2
1999,4.2,7193,1400,2
2000,4.4,4099,1400,3
2001,4.6,1193,1500,0
2002,4.4,1496,1900,0
2003,4.4,3061,1500,3
2004,4.4,3061,1500,3
2005,4.7,163,1500,0
2006,4.1,322,1200,0
2007,4.3,3126,1500,3
2008,3.8,203,1200,0
2009,4.0,48,1500,0
2010,4.0,929,800,1
2011,2.8,130,650,1
2012,3.9,105,1000,1
2013,4.5,2194,1800,3
2014,4.4,2111,2200,3
2015,4.0,1909,2100,3
2016,4.6,979,3000,0
2017,4.4,1105,1200,0
2018,4.3,148,2800,0
2019,4.5,1394,1700,0
2020,4.3,763,1400,0
2021,4.4,1065,1600,0
2022,4.3,678,2500,0
2023,4.0,3209,750,3
2024,4.3,687,3000,0
2025,3.8,64,1500,0
2026,4.1,1022,500,1
2027,4.2,347,1000,1
2028,4.3,622,3400,0
2029,3.9,53,2000,0
2030,4.3,334,1200,0
2031,3.9,169,1700,0
2032,4.2,576,1200,0
2033,4.3,1048,1600,0
2034,3.9,310,2000,0
2035,4.0,188,1300,0
2036,3.9,183,2200,0
2037,3.9,158,1300,0
2038,3.8,198,1600,0
2039,4.2,271,3000,0
2040,4.1,119,1000,1
2041,3.1,120,1200,0
2042,2.8,253,1000,1
2043,3.9,89,1400,0
2044,3.9,100,1900,0
2045,3.0,107,800,1
2046,3.7,145,1000,1
2047,3.7,67,500,1
2048,3.8,52,1200,0
2049,2.3,116,650,1
2050,4.0,324,1300,0
2051,4.2,474,1700,0
2052,3.8,91,1800,0
2053,3.7,100,1600,0
2054,3.9,156,1100,1
2055,4.2,935,750,1
2056,4.3,2660,1200,3
2057,4.2,618,500,1
2058,3.8,72,650,1
2059,3.6,104,800,1
2060,3.6,46,350,1
2061,4.6,2257,1100,3
2062,4.2,2838,800,3
2063,4.5,3568,900,3
2064,4.4,690,1700,0
2065,4.0,1701,1000,3
2066,4.3,2635,600,3
2067,4.4,1084,600,1
2068,4.1,563,2500,0
2069,4.3,3547,650,3
2070,4.3,521,1400,0
2071,4.2,160,750,1
2072,4.3,67,400,1
2073,4.3,786,900,0
2074,4.1,114,700,1
2075,4.3,566,700,1
2076,4.0,1443,500,1
2077,4.1,460,700,1
2078,3.9,461,800,1
2079,4.3,1133,800,0
2080,3.9,296,750,1
2081,3.6,95,650,1
2082,4.0,47,750,1
2083,4.2,115,500,1
2084,4.2,115,1000,1
2085,3.7,91,1000,1
2086,4.0,85,400,1
2087,4.1,104,1200,0
2088,3.9,66,500,1
2089,4.2,382,500,1
2090,3.4,122,600,1
2091,3.9,315,800,1
2092,3.7,145,1000,1
2093,3.9,74,500,1
2094,3.8,99,600,1
2095,3.8,260,700,1
2096,4.1,124,900,1
2097,4.7,4639,1300,3
2098,4.3,652,750,1
2099,4.3,858,1000,0
2100,4.2,739,750,1
2101,4.1,94,300,1
2102,3.9,302,300,1
2103,4.0,473,300,1
2104,4.3,284,500,1
2105,3.8,377,450,1
2106,4.1,210,150,1
2107,4.0,1393,600,1
2108,3.9,142,800,1
2109,4.1,1079,550,1
2110,4.0,1072,350,1
2111,3.8,88,250,1
2112,4.3,290,500,1
2113,4.2,382,500,1
2114,3.5,350,350,1
2115,4.3,889,500,1
2116,4.3,3547,650,3
2117,3.3,261,500,1
2118,3.9,59,600,1
2119,4.2,128,650,1
2120,4.4,633,400,1
2121,4.2,176,250,1
2122,4.0,1864,750,3
2123,3.5,68,200,1
2124,3.8,236,750,1
2125,3.8,61,400,1
2126,4.3,1217,1200,0
2127,3.6,206,400,1
2128,3.9,370,200,1
2129,3.8,97,750,1
2130,2.7,67,400,1
2131,4.0,624,450,1
2132,4.9,1746,400,3
2133,3.8,194,800,1
2134,4.1,204,250,1
2135,4.1,1443,800,0
2136,3.8,101,500,1
2137,4.4,2860,750,3
2138,3.7,89,400,1
2139,4.1,1125,650,1
2140,3.1,58,400,1
2141,4.2,1746,750,3
2142,4.3,146,650,1
2143,4.4,3651,1300,3
2144,4.6,2490,1600,3
2145,4.3,375,1200,0
2146,4.3,2664,1200,3
2147,3.9,67,500,1
2148,4.0,47,300,1
2149,3.9,189,600,1
2150,4.4,215,450,1
2151,4.0,175,750,1
2152,4.7,4657,1300,3
2153,3.9,107,600,1
2154,3.1,163,350,1
2155,4.4,1087,600,1
2156,2.8,109,500,1
2157,3.0,74,500,1
2158,4.2,444,700,1
2159,4.3,2040,1500,3
2160,3.7,123,400,1
2161,4.0,568,400,1
2162,4.2,172,800,1
2163,3.7,42,900,1
2164,3.9,55,400,1
2165,4.0,787,400,1
2166,4.3,393,1600,0
2167,3.9,238,800,1
2168,3.5,60,300,1
2169,4.1,54,400,1
2170,4.5,1621,1300,0
2171,3.9,54,350,1
2172,4.3,116,400,1
2173,3.9,306,500,1
2174,4.1,125,900,1
2175,4.4,2560,1600,3
2176,4.0,73,250,1
2177,4.1,612,1100,0
